"ano";"mes";"acre";"amapa";"amazonas";"para";"rondonia";"roraima";"tocantins";"alagoas";"bahia";"ceara";"maranhao";"paraiba";"pernambuco";"piaui";"rio_grande_do_norte";"sergipe";"espirito_santo";"minas_gerais";"rio_de_janeiro";"sao_paulo";"parana";"rio_grande_do_sul";"santa_catarina";"distrito_federal";"goias";"mato_grosso";"mato_grosso_do_sul"
1999;7;"0,0";"0,0";"1,9248";"108,83728492";"0,5540922";"0,0";"0,29060916999999997";"5,96104749";"40,33366317";"40,38295576";"1,70954115";"7,40147599";"21,72127885";"0,96380277";"2,45058319";"4,606179";"4,76251562";"206,85420884";"143,25505583";"631,11462691";"122,12701671";"222,27210577";"19,99918434";"1,64951723";"5,77794331";"12,27795715";"14,59384261"
1999;8;"0,10314";"0,0";"0,83061701";"4,48006004";"0,98617143";"0,0";"0,7540244";"1,15078834";"33,49225832";"5,69395961";"1,09909539";"0,36357015";"10,47925641";"0,8075054";"2,21418926";"0,44497193";"17,94245627";"100,66129505";"16,21491427";"350,542259";"40,3543604";"64,70047791";"83,73929923";"1,53095158";"12,02245746";"16,56418804";"9,57930625"
1999;9;"2,59999996";"0,0";"28,81996995";"5,45918439";"7,31193223";"0,0";"2,23386257";"3,92810686";"28,61355121";"9,87518969";"1,89806968";"2,86655121";"13,11233582";"12,39465506";"3,69139891";"0,3414485";"30,29429592";"131,53689491";"78,31166374";"847,89011949";"94,47260962";"92,27128652";"242,25270337";"47,4576438";"32,75500743";"34,93896423";"18,75204423"
1999;10;"0,0";"1,79578879";"20,26409619";"17,38642534";"1,08608882";"1,77599999";"0,61754944";"11,05092972";"161,74881247";"45,95169078";"31,51426821";"1,33494938";"15,83672667";"7,84560446";"13,23866689";"4,11149175";"7,24344786";"38,97958678";"541,37280514";"1084,20532358";"131,41145088";"240,85318167";"363,38636766";"5,64161184";"15,80141885";"24,95002222";"4,13911127"
1999;11;"5,18959992";"0,0";"16,97018194";"57,19756147";"16,59655735";"0,0";"0,55623795";"15,69010259";"942,133468100002";"74,54804402";"2,62686802";"45,52232129";"73,16790153";"2,24391238";"1,7581552";"18,29377921";"31,04988154";"361,84870713";"408,03854901";"970,2635183";"156,67290705";"77,18180808";"145,98404598";"60,96002842";"87,09493796";"31,28963512";"39,52936203"
1999;12;"0,27850984";"0,0";"1,03587194";"20,49903403";"0,85000176";"0,06189624";"0,31310123";"2,83681458";"70,03487408";"88,92077205";"3,54903238";"10,30689455";"22,29463974";"43,38737726";"3,6302488";"4,98521029";"23,64493302";"156,83172388";"129,50939777";"718,9002179";"59,06737074";"95,47428577";"129,45001938";"5,87895349";"21,47428815";"22,53876412";"6,51360126"
2000;1;"0,036";"0,0";"1,74903728";"5,25326121";"0,4361106";"0,0";"0,1348175";"2,12275781";"21,16894663";"16,48411177";"16,56644281";"3,20570278";"14,14357505";"1,67738159";"1,67196342";"4,62626681";"4,21955072";"33,72575862";"10,27260625";"267,86911151";"52,02975867";"60,68553161";"48,83063785";"3,71306936";"11,46772315";"9,38425814";"45,82216341"
2000;2;"0,13906549";"0,0936";"3,04697502";"103,49061861";"0,97715912";"0,0";"100,52509514";"8,03688932";"15,56755652";"11,63611732";"3,14186787";"9,40900048999999";"21,56716597";"0,82000372";"13,11573824";"0,17616973";"5,04414461";"398,38455081";"24,20715258";"417,75022525";"43,53349882";"144,34497264";"317,05984689";"4,59561812";"13,97579768";"24,15491822";"5,2502259"
2000;3;"0,60138967";"0,228261";"0,4434116";"5,54846681";"1,02699066";"0,164151";"1,58103799";"1,3562922";"32,49768877";"17,94085924";"3,69690524";"6,86832028";"73,99079989";"1,77046026";"66,17173713";"0,77650996";"11,70492464";"177,55502147";"48,6889709";"431,33776719";"84,84204397";"117,93896361";"33,08525487";"9,77171836";"10,91776422";"14,62182867";"2,76546468"
2000;4;"0,1093328";"0,0072";"73,01980461";"38,2563097";"1,1613816";"0,0504";"3,71763497";"3,39052669";"34,48316727";"18,47246139";"3,53020945";"2,23655225";"23,4404744";"2,80461455";"0,77968433";"0,51589499";"9,11771301";"76,64048787";"49,09309593";"249,57672239";"75,0582443500001";"92,1672369200001";"30,51476938";"2,52302308";"17,28780363";"22,79622";"5,7621059"
2000;5;"0,04788288";"0,05061";"0,7311672";"28,30051837";"2,04916598";"0,0";"0,317082";"3,40692538";"46,76503622";"57,86676866";"2,24888811";"2,74837556";"11,28893891";"1,62217613";"1,62006568";"14,15358653";"427,59645326";"107,55720989";"43,49626959";"711,807627379999";"60,16579895";"109,89262197";"94,55097736";"22,42402347";"18,60379074";"12,40334622";"6,40769522"
2000;6;"0,40988156";"0,24748606";"2,83131091";"39,47792869";"3,21489452";"0,0";"1,37292393";"4,89145277";"51,18806337";"11,35904735";"5,93046436000003";"7,54030819";"19,61761488";"8,34713407";"1,93745456";"4,55956998";"11,45463721";"144,5222962";"618,64035571";"516,21006448";"85,1400272600001";"98,5073112799998";"56,70832934";"18,57844621";"21,4976";"18,16524997";"12,82166642"
2000;7;"0,07230437";"0,0";"16,93088564";"6,78876156";"1,95742334";"0,1752625";"0,756038";"4,30542516";"28,11938214";"15,34414292";"14,80702839";"3,61468922";"7,01034543";"2,42714131";"0,7595966";"2,58196616";"72,03456482";"78,26837526";"171,64314456";"567,99867821";"71,86000601";"69,96836657";"79,23361793";"24,2398311";"50,40541682";"17,87424664";"19,62009703"
2000;8;"0,17309437";"0,1894007";"1,331595";"435,63064435";"11,11941226";"0,0684225";"301,64562083";"2,56186773";"55,41136705";"15,48341089";"7,9794079";"3,37812358";"35,28353471";"3,54399941";"2,24186598";"8,38064197";"42,52613494";"102,71773231";"70,11009081";"690,499346070001";"77,67119663";"180,22062454";"107,2771329";"6,25836619";"41,45000392";"25,97998321";"11,40014929"
2000;9;"0,1316895";"0,0558";"0,832847";"7,24260704";"2,6246701";"0,0";"1,0019618";"5,50179731";"38,93930152";"12,67294995";"7,88893155";"40,22496577";"9,11870544";"2,06576865";"10,77833277";"1,22215145";"267,7359283";"333,83824014";"195,60140393";"1544,14396645";"141,86954146";"92,0241702099999";"41,6017789";"3,14730106";"23,79549858";"30,09441787";"10,72204658"
